date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:23	26560/26560	---M--	200	added ('OK')	text/html	etag:%22575c9a27-67c0%22	https://docs.python.org/2/library/email.util.html	./python_doc/docs.python.org/2/library/email.util.html	(from https://docs.python.org/2/contents.html)
15:27:23	12802/12802	---M--	200	added ('OK')	text/html	etag:%22575c9a26-3202%22	https://docs.python.org/2/library/email.iterators.html	./python_doc/docs.python.org/2/library/email.iterators.html	(from https://docs.python.org/2/contents.html)
15:27:23	47619/47619	---M--	200	added ('OK')	text/html	etag:%22575c9a26-ba03%22	https://docs.python.org/2/library/email-examples.html	./python_doc/docs.python.org/2/library/email-examples.html	(from https://docs.python.org/2/contents.html)
15:27:23	72679/72679	---M--	200	added ('OK')	text/html	etag:%22575c9a2c-11be7%22	https://docs.python.org/2/library/json.html	./python_doc/docs.python.org/2/library/json.html	(from https://docs.python.org/2/contents.html)
15:27:24	14251/14251	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-37ab%22	https://docs.python.org/2/library/mailcap.html	./python_doc/docs.python.org/2/library/mailcap.html	(from https://docs.python.org/2/contents.html)
15:27:24	167897/167897	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-28fd9%22	https://docs.python.org/2/library/mailbox.html	./python_doc/docs.python.org/2/library/mailbox.html	(from https://docs.python.org/2/contents.html)
15:27:24	24205/24205	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-5e8d%22	https://docs.python.org/2/library/mhlib.html	./python_doc/docs.python.org/2/library/mhlib.html	(from https://docs.python.org/2/contents.html)
15:27:24	20984/20984	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-51f8%22	https://docs.python.org/2/library/mimetools.html	./python_doc/docs.python.org/2/library/mimetools.html	(from https://docs.python.org/2/contents.html)
15:27:24	30741/30741	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-7815%22	https://docs.python.org/2/library/mimetypes.html	./python_doc/docs.python.org/2/library/mimetypes.html	(from https://docs.python.org/2/contents.html)
15:27:25	16291/16291	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-3fa3%22	https://docs.python.org/2/library/mimewriter.html	./python_doc/docs.python.org/2/library/mimewriter.html	(from https://docs.python.org/2/contents.html)
15:27:25	14543/14543	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-38cf%22	https://docs.python.org/2/library/mimify.html	./python_doc/docs.python.org/2/library/mimify.html	(from https://docs.python.org/2/contents.html)
15:27:25	26143/26143	---M--	200	added ('OK')	text/html	etag:%22575c9a2f-661f%22	https://docs.python.org/2/library/multifile.html	./python_doc/docs.python.org/2/library/multifile.html	(from https://docs.python.org/2/contents.html)
15:27:25	45545/45545	---M--	200	added ('OK')	text/html	etag:%22575c9a35-b1e9%22	https://docs.python.org/2/library/rfc822.html	./python_doc/docs.python.org/2/library/rfc822.html	(from https://docs.python.org/2/contents.html)
15:27:25	21770/21770	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-550a%22	https://docs.python.org/2/library/base64.html	./python_doc/docs.python.org/2/library/base64.html	(from https://docs.python.org/2/contents.html)
15:27:26	11482/11482	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-2cda%22	https://docs.python.org/2/library/binhex.html	./python_doc/docs.python.org/2/library/binhex.html	(from https://docs.python.org/2/contents.html)
15:27:26	22866/22866	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-5952%22	https://docs.python.org/2/library/binascii.html	./python_doc/docs.python.org/2/library/binascii.html	(from https://docs.python.org/2/contents.html)
15:27:26	12924/12924	---M--	200	added ('OK')	text/html	etag:%22575c9a34-327c%22	https://docs.python.org/2/library/quopri.html	./python_doc/docs.python.org/2/library/quopri.html	(from https://docs.python.org/2/contents.html)
15:27:26	11951/11951	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-2eaf%22	https://docs.python.org/2/library/uu.html	./python_doc/docs.python.org/2/library/uu.html	(from https://docs.python.org/2/contents.html)
15:27:27	19940/19940	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-4de4%22	https://docs.python.org/2/library/markup.html	./python_doc/docs.python.org/2/library/markup.html	(from https://docs.python.org/2/contents.html)
15:27:27	41785/41785	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-a339%22	https://docs.python.org/2/library/htmlparser.html	./python_doc/docs.python.org/2/library/htmlparser.html	(from https://docs.python.org/2/contents.html)
15:27:27	33848/33848	---M--	200	added ('OK')	text/html	etag:%22575c9a35-8438%22	https://docs.python.org/2/library/sgmllib.html	./python_doc/docs.python.org/2/library/sgmllib.html	(from https://docs.python.org/2/contents.html)
15:27:27	27460/27460	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-6b44%22	https://docs.python.org/2/library/htmllib.html	./python_doc/docs.python.org/2/library/htmllib.html	(from https://docs.python.org/2/contents.html)
15:27:27	17997/17997	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-464d%22	https://docs.python.org/2/library/xml.html	./python_doc/docs.python.org/2/library/xml.html	(from https://docs.python.org/2/contents.html)
15:27:28	107959/107959	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-1a5b7%22	https://docs.python.org/2/library/xml.etree.elementtree.html	./python_doc/docs.python.org/2/library/xml.etree.elementtree.html	(from https://docs.python.org/2/contents.html)
15:27:28	95106/95106	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-17382%22	https://docs.python.org/2/library/xml.dom.html	./python_doc/docs.python.org/2/library/xml.dom.html	(from https://docs.python.org/2/contents.html)
15:27:28	42726/42726	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-a6e6%22	https://docs.python.org/2/library/xml.dom.minidom.html	./python_doc/docs.python.org/2/library/xml.dom.minidom.html	(from https://docs.python.org/2/contents.html)
15:27:28	13994/13994	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-36aa%22	https://docs.python.org/2/library/xml.dom.pulldom.html	./python_doc/docs.python.org/2/library/xml.dom.pulldom.html	(from https://docs.python.org/2/contents.html)
15:27:28	23321/23321	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-5b19%22	https://docs.python.org/2/library/xml.sax.html	./python_doc/docs.python.org/2/library/xml.sax.html	(from https://docs.python.org/2/contents.html)
15:27:29	41580/41580	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-a26c%22	https://docs.python.org/2/library/xml.sax.handler.html	./python_doc/docs.python.org/2/library/xml.sax.handler.html	(from https://docs.python.org/2/contents.html)
15:27:29	16078/16078	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-3ece%22	https://docs.python.org/2/library/xml.sax.utils.html	./python_doc/docs.python.org/2/library/xml.sax.utils.html	(from https://docs.python.org/2/contents.html)
15:27:29	44187/44187	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-ac9b%22	https://docs.python.org/2/library/xml.sax.reader.html	./python_doc/docs.python.org/2/library/xml.sax.reader.html	(from https://docs.python.org/2/contents.html)
15:27:29	77370/77370	---M--	200	added ('OK')	text/html	etag:%22575c9a34-12e3a%22	https://docs.python.org/2/library/pyexpat.html	./python_doc/docs.python.org/2/library/pyexpat.html	(from https://docs.python.org/2/contents.html)
15:27:29	26090/26090	---M--	200	added ('OK')	text/html	etag:%22575c9a2b-65ea%22	https://docs.python.org/2/library/internet.html	./python_doc/docs.python.org/2/library/internet.html	(from https://docs.python.org/2/contents.html)
15:27:30	25906/25906	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-6532%22	https://docs.python.org/2/library/webbrowser.html	./python_doc/docs.python.org/2/library/webbrowser.html	(from https://docs.python.org/2/contents.html)
15:27:30	53920/53920	---M--	200	added ('OK')	text/html	etag:%22575c9a20-d2a0%22	https://docs.python.org/2/library/cgi.html	./python_doc/docs.python.org/2/library/cgi.html	(from https://docs.python.org/2/contents.html)
15:27:30	12389/12389	---M--	200	added ('OK')	text/html	etag:%22575c9a20-3065%22	https://docs.python.org/2/library/cgitb.html	./python_doc/docs.python.org/2/library/cgitb.html	(from https://docs.python.org/2/contents.html)
15:27:30	86166/86166	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-15096%22	https://docs.python.org/2/library/wsgiref.html	./python_doc/docs.python.org/2/library/wsgiref.html	(from https://docs.python.org/2/contents.html)
15:27:30	63906/63906	---M--	200	added ('OK')	text/html	etag:%22575c9a3d-f9a2%22	https://docs.python.org/2/library/urllib.html	./python_doc/docs.python.org/2/library/urllib.html	(from https://docs.python.org/2/contents.html)
15:27:31	110532/110532	---M--	200	added ('OK')	text/html	etag:%22575c9a3d-1afc4%22	https://docs.python.org/2/library/urllib2.html	./python_doc/docs.python.org/2/library/urllib2.html	(from https://docs.python.org/2/contents.html)
15:27:31	69205/69205	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-10e55%22	https://docs.python.org/2/library/httplib.html	./python_doc/docs.python.org/2/library/httplib.html	(from https://docs.python.org/2/contents.html)
15:27:31	48837/48837	---M--	200	added ('OK')	text/html	etag:%22575c9a28-bec5%22	https://docs.python.org/2/library/ftplib.html	./python_doc/docs.python.org/2/library/ftplib.html	(from https://docs.python.org/2/contents.html)
15:27:31	24324/24324	---M--	200	added ('OK')	text/html	etag:%22575c9a33-5f04%22	https://docs.python.org/2/library/poplib.html	./python_doc/docs.python.org/2/library/poplib.html	(from https://docs.python.org/2/contents.html)
15:27:32	57476/57476	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-e084%22	https://docs.python.org/2/library/imaplib.html	./python_doc/docs.python.org/2/library/imaplib.html	(from https://docs.python.org/2/contents.html)
15:27:32	44734/44734	---M--	200	added ('OK')	text/html	etag:%22575c9a30-aebe%22	https://docs.python.org/2/library/nntplib.html	./python_doc/docs.python.org/2/library/nntplib.html	(from https://docs.python.org/2/contents.html)
15:27:32	46165/46165	---M--	200	added ('OK')	text/html	etag:%22575c9a36-b455%22	https://docs.python.org/2/library/smtplib.html	./python_doc/docs.python.org/2/library/smtplib.html	(from https://docs.python.org/2/contents.html)
15:27:32	13573/13573	---M--	200	added ('OK')	text/html	etag:%22575c9a36-3505%22	https://docs.python.org/2/library/smtpd.html	./python_doc/docs.python.org/2/library/smtpd.html	(from https://docs.python.org/2/contents.html)
15:27:32	27676/27676	---M--	200	added ('OK')	text/html	etag:%22575c9a3a-6c1c%22	https://docs.python.org/2/library/telnetlib.html	./python_doc/docs.python.org/2/library/telnetlib.html	(from https://docs.python.org/2/contents.html)
15:27:33	29992/29992	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-7528%22	https://docs.python.org/2/library/uuid.html	./python_doc/docs.python.org/2/library/uuid.html	(from https://docs.python.org/2/contents.html)
15:27:33	41415/41415	---M--	200	added ('OK')	text/html	etag:%22575c9a3d-a1c7%22	https://docs.python.org/2/library/urlparse.html	./python_doc/docs.python.org/2/library/urlparse.html	(from https://docs.python.org/2/contents.html)
15:27:33	73800/73800	---M--	200	added ('OK')	text/html	etag:%22575c9a36-12048%22	https://docs.python.org/2/library/socketserver.html	./python_doc/docs.python.org/2/library/socketserver.html	(from https://docs.python.org/2/contents.html)
15:27:33	37029/37029	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-90a5%22	https://docs.python.org/2/library/basehttpserver.html	./python_doc/docs.python.org/2/library/basehttpserver.html	(from https://docs.python.org/2/contents.html)
15:27:33	19788/19788	---M--	200	added ('OK')	text/html	etag:%22575c9a36-4d4c%22	https://docs.python.org/2/library/simplehttpserver.html	./python_doc/docs.python.org/2/library/simplehttpserver.html	(from https://docs.python.org/2/contents.html)
15:27:34	14097/14097	---M--	200	added ('OK')	text/html	etag:%22575c9a20-3711%22	https://docs.python.org/2/library/cgihttpserver.html	./python_doc/docs.python.org/2/library/cgihttpserver.html	(from https://docs.python.org/2/contents.html)
15:27:35	89424/89424	---M--	200	added ('OK')	text/html	etag:%22575c9a22-15d50%22	https://docs.python.org/2/library/cookielib.html	./python_doc/docs.python.org/2/library/cookielib.html	(from https://docs.python.org/2/contents.html)
15:27:35	41614/41614	---M--	200	added ('OK')	text/html	etag:%22575c9a22-a28e%22	https://docs.python.org/2/library/cookie.html	./python_doc/docs.python.org/2/library/cookie.html	(from https://docs.python.org/2/contents.html)
15:27:35	68451/68451	---M--	200	added ('OK')	text/html	etag:%22575c9a3f-10b63%22	https://docs.python.org/2/library/xmlrpclib.html	./python_doc/docs.python.org/2/library/xmlrpclib.html	(from https://docs.python.org/2/contents.html)
15:27:35	37344/37344	---M--	200	added ('OK')	text/html	etag:%22575c9a36-91e0%22	https://docs.python.org/2/library/simplexmlrpcserver.html	./python_doc/docs.python.org/2/library/simplexmlrpcserver.html	(from https://docs.python.org/2/contents.html)
15:27:35	17782/17782	---M--	200	added ('OK')	text/html	etag:%22575c9a26-4576%22	https://docs.python.org/2/library/docxmlrpcserver.html	./python_doc/docs.python.org/2/library/docxmlrpcserver.html	(from https://docs.python.org/2/contents.html)
15:27:35	9764/9764	---M--	200	added ('OK')	text/html	etag:%22575c9a2e-2624%22	https://docs.python.org/2/library/mm.html	./python_doc/docs.python.org/2/library/mm.html	(from https://docs.python.org/2/contents.html)
15:27:36	34125/34125	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-854d%22	https://docs.python.org/2/library/audioop.html	./python_doc/docs.python.org/2/library/audioop.html	(from https://docs.python.org/2/contents.html)
15:27:36	16247/16247	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-3f77%22	https://docs.python.org/2/library/imageop.html	./python_doc/docs.python.org/2/library/imageop.html	(from https://docs.python.org/2/contents.html)
15:27:37	24963/24963	---M--	200	added ('OK')	text/html	etag:%22575c9a1e-6183%22	https://docs.python.org/2/library/aifc.html	./python_doc/docs.python.org/2/library/aifc.html	(from https://docs.python.org/2/contents.html)
15:27:37	29807/29807	---M--	200	added ('OK')	text/html	etag:%22575c9a39-746f%22	https://docs.python.org/2/library/sunau.html	./python_doc/docs.python.org/2/library/sunau.html	(from https://docs.python.org/2/contents.html)
15:27:37	24697/24697	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-6079%22	https://docs.python.org/2/library/wave.html	./python_doc/docs.python.org/2/library/wave.html	(from https://docs.python.org/2/contents.html)
15:27:37	16004/16004	---M--	200	added ('OK')	text/html	etag:%22575c9a20-3e84%22	https://docs.python.org/2/library/chunk.html	./python_doc/docs.python.org/2/library/chunk.html	(from https://docs.python.org/2/contents.html)
15:27:37	12129/12129	---M--	200	added ('OK')	text/html	etag:%22575c9a21-2f61%22	https://docs.python.org/2/library/colorsys.html	./python_doc/docs.python.org/2/library/colorsys.html	(from https://docs.python.org/2/contents.html)
15:27:37	12258/12258	---M--	200	added ('OK')	text/html	etag:%22575c9a2b-2fe2%22	https://docs.python.org/2/library/imghdr.html	./python_doc/docs.python.org/2/library/imghdr.html	(from https://docs.python.org/2/contents.html)
15:27:38	10978/10978	---M--	200	added ('OK')	text/html	etag:%22575c9a36-2ae2%22	https://docs.python.org/2/library/sndhdr.html	./python_doc/docs.python.org/2/library/sndhdr.html	(from https://docs.python.org/2/contents.html)
15:27:38	44834/44834	---M--	200	added ('OK')	text/html	etag:%22575c9a32-af22%22	https://docs.python.org/2/library/ossaudiodev.html	./python_doc/docs.python.org/2/library/ossaudiodev.html	(from https://docs.python.org/2/contents.html)
15:27:38	10251/10251	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-280b%22	https://docs.python.org/2/library/i18n.html	./python_doc/docs.python.org/2/library/i18n.html	(from https://docs.python.org/2/contents.html)
15:27:38	83958/83958	---M--	200	added ('OK')	text/html	etag:%22575c9a29-147f6%22	https://docs.python.org/2/library/gettext.html	./python_doc/docs.python.org/2/library/gettext.html	(from https://docs.python.org/2/contents.html)
15:27:38	58682/58682	---M--	200	added ('OK')	text/html	etag:%22575c9a2c-e53a%22	https://docs.python.org/2/library/locale.html	./python_doc/docs.python.org/2/library/locale.html	(from https://docs.python.org/2/contents.html)
15:27:39	7797/7797	---M--	200	added ('OK')	text/html	etag:%22575c9a28-1e75%22	https://docs.python.org/2/library/frameworks.html	./python_doc/docs.python.org/2/library/frameworks.html	(from https://docs.python.org/2/contents.html)
15:27:39	28672/28672	---M--	200	added ('OK')	text/html	etag:%22575c9a20-7000%22	https://docs.python.org/2/library/cmd.html	./python_doc/docs.python.org/2/library/cmd.html	(from https://docs.python.org/2/contents.html)
15:27:39	34410/34410	---M--	200	added ('OK')	text/html	etag:%22575c9a35-866a%22	https://docs.python.org/2/library/shlex.html	./python_doc/docs.python.org/2/library/shlex.html	(from https://docs.python.org/2/contents.html)
15:27:39	26670/26670	---M--	200	added ('OK')	text/html	etag:%22575c9a3b-682e%22	https://docs.python.org/2/library/tk.html	./python_doc/docs.python.org/2/library/tk.html	(from https://docs.python.org/2/contents.html)
15:27:40	76491/76491	---M--	200	added ('OK')	text/html	etag:%22575c9a3b-12acb%22	https://docs.python.org/2/library/tkinter.html	./python_doc/docs.python.org/2/library/tkinter.html	(from https://docs.python.org/2/contents.html)
15:27:40	108569/108569	---M--	200	added ('OK')	text/html	etag:%22575c9a3c-1a819%22	https://docs.python.org/2/library/ttk.html	./python_doc/docs.python.org/2/library/ttk.html	(from https://docs.python.org/2/contents.html)
15:27:40	49659/49659	---M--	200	added ('OK')	text/html	etag:%22575c9a3b-c1fb%22	https://docs.python.org/2/library/tix.html	./python_doc/docs.python.org/2/library/tix.html	(from https://docs.python.org/2/contents.html)
15:27:40	10135/10135	---M--	200	added ('OK')	text/html	etag:%22575c9a35-2797%22	https://docs.python.org/2/library/scrolledtext.html	./python_doc/docs.python.org/2/library/scrolledtext.html	(from https://docs.python.org/2/contents.html)
15:27:40	225590/225590	---M--	200	added ('OK')	text/html	etag:%22575c9a3c-37136%22	https://docs.python.org/2/library/turtle.html	./python_doc/docs.python.org/2/library/turtle.html	(from https://docs.python.org/2/contents.html)
15:27:41	42364/42364	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-a57c%22	https://docs.python.org/2/library/idle.html	./python_doc/docs.python.org/2/library/idle.html	(from https://docs.python.org/2/contents.html)
15:27:41	9696/9696	---M--	200	added ('OK')	text/html	etag:%22575c9a32-25e0%22	https://docs.python.org/2/library/othergui.html	./python_doc/docs.python.org/2/library/othergui.html	(from https://docs.python.org/2/contents.html)
15:27:41	15019/15019	---M--	200	added ('OK')	text/html	etag:%22575d184e-3aab%22	https://docs.python.org/2/library/development.html	./python_doc/docs.python.org/2/library/development.html	(from https://docs.python.org/2/contents.html)
15:27:41	13668/13668	---M--	200	added ('OK')	text/html	etag:%22575d184e-3564%22	https://docs.python.org/2/library/pydoc.html	./python_doc/docs.python.org/2/library/pydoc.html	(from https://docs.python.org/2/contents.html)
15:27:41	177490/177490	---M--	200	added ('OK')	text/html	etag:%22575c9a26-2b552%22	https://docs.python.org/2/library/doctest.html	./python_doc/docs.python.org/2/library/doctest.html	(from https://docs.python.org/2/contents.html)
15:27:42	215789/215789	---M--	200	added ('OK')	text/html	etag:%22575c9a3d-34aed%22	https://docs.python.org/2/library/unittest.html	./python_doc/docs.python.org/2/library/unittest.html	(from https://docs.python.org/2/contents.html)
15:27:42	58186/58186	---M--	200	added ('OK')	text/html	etag:%22575c9a1d-e34a%22	https://docs.python.org/2/library/2to3.html	./python_doc/docs.python.org/2/library/2to3.html	(from https://docs.python.org/2/contents.html)
15:27:42	55799/55799	---M--	200	added ('OK')	text/html	etag:%22575c9a3a-d9f7%22	https://docs.python.org/2/library/test.html	./python_doc/docs.python.org/2/library/test.html	(from https://docs.python.org/2/contents.html)
15:27:42	10898/10898	---M--	200	added ('OK')	text/html	etag:%22575c9a24-2a92%22	https://docs.python.org/2/library/debug.html	./python_doc/docs.python.org/2/library/debug.html	(from https://docs.python.org/2/contents.html)
15:27:42	40699/40699	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-9efb%22	https://docs.python.org/2/library/bdb.html	./python_doc/docs.python.org/2/library/bdb.html	(from https://docs.python.org/2/contents.html)
15:27:43	36546/36546	---M--	200	added ('OK')	text/html	etag:%22575c9a32-8ec2%22	https://docs.python.org/2/library/pdb.html	./python_doc/docs.python.org/2/library/pdb.html	(from https://docs.python.org/2/contents.html)
15:27:43	67839/67839	---M--	200	added ('OK')	text/html	etag:%22575c9a33-108ff%22	https://docs.python.org/2/library/profile.html	./python_doc/docs.python.org/2/library/profile.html	(from https://docs.python.org/2/contents.html)
15:27:43	20213/20213	---M--	200	added ('OK')	text/html	etag:%22575c9a2a-4ef5%22	https://docs.python.org/2/library/hotshot.html	./python_doc/docs.python.org/2/library/hotshot.html	(from https://docs.python.org/2/contents.html)
15:27:43	39065/39065	---M--	200	added ('OK')	text/html	etag:%22575c9a3b-9899%22	https://docs.python.org/2/library/timeit.html	./python_doc/docs.python.org/2/library/timeit.html	(from https://docs.python.org/2/contents.html)
15:27:44	28621/28621	---M--	200	added ('OK')	text/html	etag:%22575c9a3b-6fcd%22	https://docs.python.org/2/library/trace.html	./python_doc/docs.python.org/2/library/trace.html	(from https://docs.python.org/2/contents.html)
15:27:44	7918/7918	---M--	200	added ('OK')	text/html	etag:%22575c9a25-1eee%22	https://docs.python.org/2/library/distribution.html	./python_doc/docs.python.org/2/library/distribution.html	(from https://docs.python.org/2/contents.html)
15:27:44	10320/10320	---M--	200	added ('OK')	text/html	etag:%22575c9a25-2850%22	https://docs.python.org/2/library/distutils.html	./python_doc/docs.python.org/2/library/distutils.html	(from https://docs.python.org/2/contents.html)
15:27:44	17575/17575	---M--	200	added ('OK')	text/html	etag:%22575c9a27-44a7%22	https://docs.python.org/2/library/ensurepip.html	./python_doc/docs.python.org/2/library/ensurepip.html	(from https://docs.python.org/2/contents.html)
15:27:44	12964/12964	---M--	200	added ('OK')	text/html	etag:%22575c9a34-32a4%22	https://docs.python.org/2/library/python.html	./python_doc/docs.python.org/2/library/python.html	(from https://docs.python.org/2/contents.html)
15:27:45	105817/105817	---M--	200	added ('OK')	text/html	etag:%22575c9a39-19d59%22	https://docs.python.org/2/library/sys.html	./python_doc/docs.python.org/2/library/sys.html	(from https://docs.python.org/2/contents.html)
15:27:45	26112/26112	---M--	200	added ('OK')	text/html	etag:%22575c9a39-6600%22	https://docs.python.org/2/library/sysconfig.html	./python_doc/docs.python.org/2/library/sysconfig.html	(from https://docs.python.org/2/contents.html)
15:27:45	11097/11097	---M--	200	added ('OK')	text/html	etag:%22575c9a1d-2b59%22	https://docs.python.org/2/library/__builtin__.html	./python_doc/docs.python.org/2/library/__builtin__.html	(from https://docs.python.org/2/contents.html)
15:27:45	14501/14501	---M--	200	added ('OK')	text/html	etag:%22575c9a29-38a5%22	https://docs.python.org/2/library/future_builtins.html	./python_doc/docs.python.org/2/library/future_builtins.html	(from https://docs.python.org/2/contents.html)
15:27:45	7773/7773	---M--	200	added ('OK')	text/html	etag:%22575c9a1d-1e5d%22	https://docs.python.org/2/library/__main__.html	./python_doc/docs.python.org/2/library/__main__.html	(from https://docs.python.org/2/contents.html)
15:27:46	49811/49811	---M--	200	added ('OK')	text/html	etag:%22575c9a3e-c293%22	https://docs.python.org/2/library/warnings.html	./python_doc/docs.python.org/2/library/warnings.html	(from https://docs.python.org/2/contents.html)
15:27:46	20800/20800	---M--	200	added ('OK')	text/html	etag:%22575c9a22-5140%22	https://docs.python.org/2/library/contextlib.html	./python_doc/docs.python.org/2/library/contextlib.html	(from https://docs.python.org/2/contents.html)
15:27:46	25600/25600	---M--	200	added ('OK')	text/html	etag:%22575c9a1d-6400%22	https://docs.python.org/2/library/abc.html	./python_doc/docs.python.org/2/library/abc.html	(from https://docs.python.org/2/contents.html)
15:27:46	18316/18316	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-478c%22	https://docs.python.org/2/library/atexit.html	./python_doc/docs.python.org/2/library/atexit.html	(from https://docs.python.org/2/contents.html)
15:27:46	36000/36000	---M--	200	added ('OK')	text/html	etag:%22575c9a3b-8ca0%22	https://docs.python.org/2/library/traceback.html	./python_doc/docs.python.org/2/library/traceback.html	(from https://docs.python.org/2/contents.html)
15:27:47	14739/14739	---M--	200	added ('OK')	text/html	etag:%22575c9a1d-3993%22	https://docs.python.org/2/library/__future__.html	./python_doc/docs.python.org/2/library/__future__.html	(from https://docs.python.org/2/contents.html)
15:27:47	28215/28215	---M--	200	added ('OK')	text/html	etag:%22575c9a29-6e37%22	https://docs.python.org/2/library/gc.html	./python_doc/docs.python.org/2/library/gc.html	(from https://docs.python.org/2/contents.html)
15:27:47	55049/55049	---M--	200	added ('OK')	text/html	etag:%22575c9a2b-d709%22	https://docs.python.org/2/library/inspect.html	./python_doc/docs.python.org/2/library/inspect.html	(from https://docs.python.org/2/contents.html)
15:27:47	26138/26138	---M--	200	added ('OK')	text/html	etag:%22575c9a36-661a%22	https://docs.python.org/2/library/site.html	./python_doc/docs.python.org/2/library/site.html	(from https://docs.python.org/2/contents.html)
15:27:48	12740/12740	---M--	200	added ('OK')	text/html	etag:%22575c9a3d-31c4%22	https://docs.python.org/2/library/user.html	./python_doc/docs.python.org/2/library/user.html	(from https://docs.python.org/2/contents.html)
15:27:48	16933/16933	---M--	200	added ('OK')	text/html	etag:%22575c9a28-4225%22	https://docs.python.org/2/library/fpectl.html	./python_doc/docs.python.org/2/library/fpectl.html	(from https://docs.python.org/2/contents.html)
15:27:48	8250/8250	---M--	200	added ('OK')	text/html	etag:%22575c9a24-203a%22	https://docs.python.org/2/library/custominterp.html	./python_doc/docs.python.org/2/library/custominterp.html	(from https://docs.python.org/2/contents.html)
15:27:48	26599/26599	---M--	200	added ('OK')	text/html	etag:%22575c9a20-67e7%22	https://docs.python.org/2/library/code.html	./python_doc/docs.python.org/2/library/code.html	(from https://docs.python.org/2/contents.html)
15:27:48	15914/15914	---M--	200	added ('OK')	text/html	etag:%22575c9a21-3e2a%22	https://docs.python.org/2/library/codeop.html	./python_doc/docs.python.org/2/library/codeop.html	(from https://docs.python.org/2/contents.html)
15:27:49	12433/12433	---M--	200	added ('OK')	text/html	etag:%22575c9a34-3091%22	https://docs.python.org/2/library/restricted.html	./python_doc/docs.python.org/2/library/restricted.html	(from https://docs.python.org/2/contents.html)
15:27:49	39922/39922	---M--	200	added ('OK')	text/html	etag:%22575c9a35-9bf2%22	https://docs.python.org/2/library/rexec.html	./python_doc/docs.python.org/2/library/rexec.html	(from https://docs.python.org/2/contents.html)
15:27:49	11951/11951	---M--	200	added ('OK')	text/html	etag:%22575c9a1f-2eaf%22	https://docs.python.org/2/library/bastion.html	./python_doc/docs.python.org/2/library/bastion.html	(from https://docs.python.org/2/contents.html)
15:27:49	9178/9178	---M--	200	added ('OK')	text/html	etag:%22575c9a2f-23da%22	https://docs.python.org/2/library/modules.html	./python_doc/docs.python.org/2/library/modules.html	(from https://docs.python.org/2/contents.html)
15:27:49	36937/36937	---M--	200	added ('OK')	text/html	etag:%22575c9a2b-9049%22	https://docs.python.org/2/library/imp.html	./python_doc/docs.python.org/2/library/imp.html	(from https://docs.python.org/2/contents.html)
15:27:50	9083/9083	---M--	200	added ('OK')	text/html	etag:%22575c9a2b-237b%22	https://docs.python.org/2/library/importlib.html	./python_doc/docs.python.org/2/library/importlib.html	(from https://docs.python.org/2/contents.html)
15:27:50	33681/33681	---M--	200	added ('OK')	text/html	etag:%22575c9a2b-8391%22	https://docs.python.org/2/library/imputil.html	./python_doc/docs.python.org/2/library/imputil.html	(from https://docs.python.org/2/contents.html)
15:27:50	22114/22114	---M--	200	added ('OK')	text/html	etag:%22575c9a40-5662%22	https://docs.python.org/2/library/zipimport.html	./python_doc/docs.python.org/2/library/zipimport.html	(from https://docs.python.org/2/contents.html)
